Food Item,Rec 1,Rec 1 Location,Rec 2,Rec 2 Location,Rec 3,Rec 3 Location,Rec 4,Rec 4 Location
Pearl Barley (vgn),Pearl Barley ,Salad Bar Featured Items,Blueberry Coffee Cake ,Bakery,Apple Cranberry Pancake Topping ,The Grill,Oatmeal Raisin Bar  ,Bakery
Marinara Sauce (vgn),Three Cheese Flatbread ,The Brick,Spicy Marinara Sauce ,The Brick,Bolognese Sauce,The Brick,Tomato Basil Flatbread (v),The Brick
Penne w/Butternut Squash Sauce (v),Greek Pasta w/Feta/Tom &Spinach,The Brick,Chef's Salmon Pasta,The Brick,Pasta Primavera ,The Brick,Fettuccine Pasta (vgn),The Brick
Fluffy Almond Sugar Cookie (w/nuts)(vgn),Blueberry Scone (v),Bakery,Blueberry Muffin ,Bakery,White Cupcake with Buttercream Icing ,Bakery,Cream Cheese Brownie Pie ,Bakery
Ropa Vieja,Sauteed Cabbage & Carrots (vgn),Chef's Choice,Carrot & Zucchini with Lemon Butter ,Chef's Choice,Herb Marinated Rotisserie Chicken,Chef's Choice,Ground Beef and Bean Tostada,Chef's Choice
Basmati Rice with Peas (vgn),Mashed Red Potatoes w/ Garlic ,Chef's Choice,White Beans (vgn),Chef's Choice,Refried Black Beans ,Chef's Choice,Roasted Potato Salad w/Goat Cheese (v),Chef's Choice
Ensalada Cubana (vgn),Cuban Style Black Beans & Rice (vgn),Chef's Choice,Garlic Roasted Red Potatoes ,Chef's Choice,Mexican Rice (vgn),Chef's Choice,Roasted Root Vegetables ,Chef's Choice
Black Beans (vgn),Oven Browned Potatoes (vgn),Chef's Choice,Vegetable Fajita (v),Chef's Choice,Rice Pilaf (v),Chef's Choice,Yellow Rice ,Chef's Choice
Hunan Noodles with Spicy Pork Sauce,Grilled Pineapple/Mango Salsa (vgn),International,Fire Roasted Tomato Salsa (vgn),International,Shanghai Noodles & Chix w/Bean Sauce,International,Cucumber & Avocado Roll ,International
Honey Sriracha Glaze Brussel Sprouts (v),Vietnamese Turkey Banh Mi,International,Spicy Scallop Sushi Plate,International,Calamari Sushi Plate,International,Tofu Teriyaki Bowl (vgn),International
Grilled Cheese Chile & Veggie on Sour(v,Scrambled Eggs w/Cheese & Mushroom ,The Grill,Shoestring Fries (vgn),The Grill,Grilled Cheese and Tomato on Wheat (v),The Grill,Brussel Hash (v),The Grill
Housemade Ketchup (vgn),Cage Free Scrambled Egg Whites (v),The Grill,Pickled Red Onion ,The Grill,Housemade Ketchup ,The Grill,Fresh Cage Free Scrambled Eggs (v),The Grill
Jamaican Rasta Pasta (v),Fettuccine Pasta ,The Brick,Linguini Pasta ,The Brick,Chickpea Pasta,The Brick,Orzo Pasta with Vegetables ,The Brick
Fresh Cauliflower & Carrots (vgn),Cilantro Lime Crema (v),Chef's Choice,Grilled Chicken Breast,Chef's Choice,Pork Chinese BBQ,Chef's Choice,Cauliflower Au Gratin (v),Chef's Choice
Shanghai Noodles & Chix w/Bean Sauce,Grilled Pineapple/Mango Salsa (vgn),International,Hunan Noodles with Spicy Pork Sauce,International,Fire Roasted Tomato Salsa (vgn),International,Spicy Tuna Roll,International
Sauteed Vegetables Rice and Beans (v),Spicy Tuna Brown Rice Sushi Plate,International,Moo Shu Vegetables with Tofu (vgn),International,Seasoned Vegetable Medley ,International,Vegetable Fried Rice (vgn),International
Assorted Bagels & Condiments,Apple Kuchen ,Bakery,Brioche ,Bakery,Apple Crisp ,Bakery,Cream Cheese (v),Bakery
Brussel Hash (v),Shoestring Fries (vgn),The Grill,Grilled Cheese Chile & Veggie on Sour(v,The Grill,Scrambled Eggs w/Cheese & Mushroom ,The Grill,Grilled Cheese and Tomato on Wheat (v),The Grill
Vegetarian Taco Salad (v),Panini Pizza ,Greens & Grains,Grilled Cajun Chicken Wrap,Greens & Grains,Chipotle Hummus & Quinoa Wrap (vgn),Greens & Grains,Chicken Fajita Wrap,Greens & Grains
Spicy Black Bean Soup (v),Roasted Tomato Soup (v),Greens & Grains,Vegetable Minestrone Soup (vgn),Greens & Grains,Tomato Basil Soup (v),Greens & Grains,Spicy Black Bean Soup ,Greens & Grains
Chicken Florentine Pizza w/White Sauce,Salami Pizza,The Brick,Cherry Tomato Goat Cheese Herb Pizza ,The Brick,Chicken Pesto Pizza,The Brick,Three Cheese Pizza on Wheat ,The Brick
Tomato Basil Cream Sauce (v),Chicken Artichoke Pesto Flatbread,The Brick,Tomato Basil & Garlic Sauce ,The Brick,Marinara Sauce ,The Brick,Mustard Chicken Sauce,The Brick
Fettucine Alfredo,Spaghetti (vgn),The Brick,Mushroom Carbonara ,The Brick,Fresh Basil Pesto (v),The Brick,Chilaquiles (No Egg),The Brick
Challah Bread (v),Irish Soda Bread ,Bakery,Pumpkin Bread  ,Bakery,Whole Wheat French Bread ,Bakery,Crusty French Bread (vgn),Bakery
Granola Bar (w/nuts) (v),Blueberry Coffee Cake ,Bakery,Chocolate Cookie ,Bakery,Red Velvet Cupcake ,Bakery,Chocolate Chip Scone (v),Bakery
Peanut Butter Fudge Cupcake (w/nuts) (v),Cream Cheese Brownie Pie ,Bakery,Shortbread Espresso Cookie ,Bakery,Blueberry Muffin ,Bakery,Blueberry Scone ,Bakery
Shredded Cheddar Cheese,Lettuce & Cheese &Tomatoes (vgn),Chef's Choice,Cauliflower Au Gratin (v),Chef's Choice,Pork Chinese BBQ,Chef's Choice,Cilantro Lime Crema (v),Chef's Choice
Vegetable Wrap (vgn),Taco Rajas (vgn),Chef's Choice,Hot Turkey Sandwich,Chef's Choice,Vietnamese Beef BBQ Sub Sandwich,Chef's Choice,Bean Rice & Cheese Burrito (v),Chef's Choice
Ranch Potato Salad (v),Chicken Chile Verde with Corn Tortillas,Chef's Choice,Steamed Red Potatoes w/Parsley (vgn),Chef's Choice,Fresh Spinach with Garlic ,Chef's Choice,Pinto Beans (vgn),Chef's Choice
Stir Fried Bok Choy (vgn),Steamed Broccoli & Cauliflower ,International,Spicy Tuna Sushi Plate,International,Asian Beef Bowl,International,Spicy Shrimp Sushi,International
Grilled Swiss & Tomato on Wheat (v),Sausage Patty,The Grill,Cage Free Scrambled Egg Whites ,The Grill,Grilled Ham,The Grill,Steamed Fresh Broccoli (vgn),The Grill
Mango Cake (v),Cinnamon Coffee Cake ,Bakery,Banana Muffin (v),Bakery,Brownie Pie (v),Bakery,Coconut Chiffon Cake ,Bakery
Shredded Braised Beef,Radish and Jalapeno Slaw (vgn),Chef's Choice,Baked Rigatoni (v),Chef's Choice,Fried Eggs ,Chef's Choice,Roasted Yam w/Rosemary & Chile ,Chef's Choice
Rice Pilaf (v),Oven Browned Potatoes (vgn),Chef's Choice,Vegetable Fajita (v),Chef's Choice,Black Beans (vgn),Chef's Choice,Yellow Rice ,Chef's Choice
Chicken Chow Mein,Grilled Zucchini & Tomatoes (vgn),International,Lettuce/Cheese/Tomatoes ,International,Tandoori Spiced Chicken,International,Bang Bang Broccoli (vgn),International
Bok Choy & Nappa Cabbage w/Sesame(vgn),Jerk Chicken,International,Tofu Veggie Pad Thai w/Peanut(w/nuts)(v),International,Grilled Tilapia,International,Salmon Sushi Plate,International
8 Grain Hot Cereal ,Bulgur Hot Cereal ,Greens & Grains,Bulgur Hot Cereal (vgn),Greens & Grains,8 Grain Hot Cereal (vgn),Greens & Grains,Fluffy Whole Wheat Waffles (v),Greens & Grains
Alburro Sauce ,White Wine Garlic Sauce with Chicken,The Brick,Alfredo Sauce ,The Brick,Alburro Sauce (v),The Brick,Roasted Pepper Tomato Sausage Sauce,The Brick
Alfredo Sauce ,Alburro Sauce ,The Brick,White Wine Garlic Sauce with Chicken,The Brick,Alburro Sauce (v),The Brick,Tomato Basil & Garlic Sauce ,The Brick
Apple Cranberry Pancake Topping ,Banana Chocolate Chip Pancakes (v),The Grill,Whole Wheat Banana Pancake (v),The Grill,Blueberry Pancakes (v),The Grill,Whole Wheat Pancake (v),The Grill
Apple Crisp ,Sticky Toffee Pudding (vgn),Bakery,Chocolate Pudding (v),Bakery,Assorted Bagels & Condiments,Bakery,Apple Kuchen ,Bakery
Apple Kuchen ,Brioche ,Bakery,Cream Cheese (v),Bakery,Assorted Bagels & Condiments,Bakery,Apple Kuchen (v),Bakery
Asparagus & Egg Roll ,Salsa ,International,Tempura Onion Roll (v),International,Spicy Tuna Roll,International,Chermoula Sauce (vgn),International
Baby Spinach ,Chicken Caesar Salad,Greens & Grains,Cornmeal Waffle ,Greens & Grains,Italian Bread Salad (v),Greens & Grains,Long Grain Rice ,Greens & Grains
Bacon Tomato Basil,Mushroom Carbonara ,The Brick,Spaghetti (vgn),The Brick,Fettucine Alfredo,The Brick,Fresh Basil Pesto (v),The Brick
Baked Hawaiian Ham & Turkey Sandwich,Breakfast Burrito ,Chef's Choice,Grilled Chicken Taco,Chef's Choice,Pulled Pork Buffalo Style Sandwich,Chef's Choice,Cheese Enchilada ,Chef's Choice
Baked Pesto Pasta w/Chicken,Pasta Shells w/Eggplant & Marinara (vgn),Chef's Choice,Spinach and Matzo Lasagna ,Chef's Choice,Farfalle Pasta (vgn),Chef's Choice,Lasagna Bolognese,Chef's Choice
Baked Potato ,Jasmine Rice ,Greens & Grains,Roasted Vegetable Panini (vgn),Greens & Grains,Ensalada de Fruta con Tajin (vgn),Greens & Grains,Vegetable & Quinoa Salad ,Greens & Grains
Baked Rigatoni ,Buttered Carrots with Thyme ,Chef's Choice,Kale with Fresh Garlic ,Chef's Choice,Turkey Meatloaf,Chef's Choice,Chili Mango Bok Choy Slaw (vgn),Chef's Choice
Baked Sweet Potato ,Strawberry Salad w/Poppyseed Dressing(v),Greens & Grains,Baby Spinach (vgn),Greens & Grains,Marinated Broccoli & Bean Salad (vgn),Greens & Grains,Jasmine Rice (vgn),Greens & Grains
Baklava Cookie  ,Chocolate Mint Cupcake ,Bakery,Confetti Cake with Buttercream ,Bakery,Granola Bar  ,Bakery,Espresso Coffee Cupcake,Bakery
Banana Cake & Penut Butter Icing(w/nutv,Blueberry Coffee Cake ,Bakery,Cornbread Muffin (v),Bakery,Strawberry Muffin (v),Bakery,Snickerdoodle Cookie ,Bakery
Banana Chocolate Chip Muffin ,Blueberry Coffee Cake ,Bakery,Cornbread Muffin (v),Bakery,Strawberry Muffin (v),Bakery,Snickerdoodle Cookie ,Bakery
Banana Coffee Cake  ,Chocolate Chocolate Chip Bar ,Bakery,Raspberry White Choc Muffin ,Bakery,German Chocolate Cake  ,Bakery,Pumpkin Muffins (w/nuts) (v),Bakery
Banana Pancakes ,Whole Wheat Banana Pancake ,The Grill,Fish Sandwich on Potato Bun,The Grill,Oatmeal Apple Cinnamon Pancake ,The Grill,Buttermilk Pancakes ,The Grill
Banana Wheat Pancakes ,Oatmeal Apple Cinnamon Pancake ,The Grill,Whole Wheat Banana Pancake ,The Grill,Banana Pancakes ,The Grill,Fish Sandwich on Potato Bun,The Grill
Bang Bang Broccoli ,Roasted Red Onion & Zucchini (vgn),International,Fresh Cauliflower & Broccoli Mix (vgn),International,Smoked Fish Fritters w/Beet Vinaigrette,International,Bang Bang Broccoli (vgn),International
Basmati Rice ,Wild Rice (vgn),Greens & Grains,Brown Rice ,Greens & Grains,Brown Rice (vgn),Greens & Grains,Wild Rice ,Greens & Grains
BBQ Chicken Thigh,Cabbage Cilantro Slaw (vgn),Chef's Choice,Huevos Rancheros (v),Chef's Choice,Steamed Zucchini & Crookneck Squash,Chef's Choice,Ground Beef and Bean Tostada,Chef's Choice
Bean and Cheese Burrito ,Breakfast Burrito (v),The Grill,Malibu Burger ,The Grill,Vegetarian Cuban Sandwich (v),The Grill,Mushroom Lentil Burger ,The Grill
Beef Pho,Vegetarian Tostada (v),International,Miso Ramen ,International,Lemon Ginger Chicken,International,Chicken Shoyu,International
Beef Stew,Vegetable Soup ,Chef's Choice,Vegetable Minestrone Soup ,Chef's Choice,Matzo Ball Chicken Soup,Chef's Choice,Spicy Navy Bean Soup (vgn),Chef's Choice
Black Bean Chilaquiles,Chicken Piccata,Chef's Choice,Cucumber Tzatziki (v),Chef's Choice,Moroccan Braised Beef,Chef's Choice,Lettuce/Cheese/Tomatoes (v),Chef's Choice
Black Beans ,Spanish Rice ,Chef's Choice,Rice Pilaf ,Chef's Choice,Creamed Spinach ,Chef's Choice,Fresh Green Beans with Garlic (v),Chef's Choice
Black Beans w/Brown Rice & Cilantro,Mujaddara Lentils and Rice ,International,Fresh Vegetable Medley ,International,Vegetable Fried Rice (v),International,Vegetable Roll with Brown Rice ,International
Blended Burger with Brioche Bun,Strawberry Pancakes (v),The Grill,Blueberry Pancakes ,The Grill,Banana Chocolate Chip Pancakes (v),The Grill,Blueberry Pancakes (v),The Grill
Blueberry Bread ,Flour Tortilla ,Bakery,Three Grain Bread (v),Bakery,Whole Wheat Bread Sourdough ,Bakery,Russian Bread (v),Bakery
Blueberry Coffee Cake ,Peanut Butter Fudge Cupcake  ,Bakery,Chocolate Cookie ,Bakery,Red Velvet Cupcake ,Bakery,Chocolate Chip Scone (v),Bakery
Blueberry Lemon Cake ,Blueberry Coffee Cake ,Bakery,Chocolate Cookie ,Bakery,Red Velvet Cupcake ,Bakery,Chocolate Chip Scone (v),Bakery
Blueberry Muffin ,Cream Cheese Brownie Pie ,Bakery,Peanut Butter Fudge Cupcake (w/nuts) (v),Bakery,Shortbread Espresso Cookie ,Bakery,Blueberry Scone (v),Bakery
Blueberry Pancakes ,Blended Burger with Brioche Bun,The Grill,Banana Pancakes (v),The Grill,Strawberry Pancakes (v),The Grill,Buttermilk Pancakes ,The Grill
Blueberry Scone ,Mocha Cupcake (v),Bakery,Shortbread Espresso Cookie ,Bakery,Killer Brownie (w/nuts) (v),Bakery,Mint Chocolate Chip Cookie ,Bakery
Blueberry Yogurt ,Sliced Provolone Cheese (v),Greens & Grains,Chicken Congee,Greens & Grains,Pineapple ,Greens & Grains,Peanut Butter & Banana Oats  ,Greens & Grains
Bok Choy & Nappa Cabbage w/Sesame,Mashed Yams (v),International,Hoisin Chicken,International,Chicken General Tso's,International,Braised Bok Choy (vgn),International
Bolognese Sauce,Tomato Basil Flatbread (v),The Brick,Spicy Marinara Sauce ,The Brick,Three Cheese Flatbread ,The Brick,Marinara Sauce (vgn),The Brick
Breakfast Burrito ,Grilled Chicken Taco,Chef's Choice,Baked Hawaiian Ham & Turkey Sandwich,Chef's Choice,Pulled Pork Buffalo Style Sandwich,Chef's Choice,Cheese Enchilada ,Chef's Choice
Breakfast Quesadilla ,Black Bean & Rice Quesadilla (v),Chef's Choice,Pita Sandwich w/Hummus & Tabouli (v),Chef's Choice,Quesadilla w/Roasted Poblano Chiles(v),Chef's Choice,Tacos Al Pastor,Chef's Choice
Brioche ,Apple Kuchen ,Bakery,Cream Cheese (v),Bakery,Apple Kuchen (v),Bakery,Assorted Bagels & Condiments,Bakery
Brisket and Potato Kugel,Spanish Rice w/Roasted Corn (vgn),Chef's Choice,Roasted Potato Wedges (vgn),Chef's Choice,Fresh Green Beans with Garlic ,Chef's Choice,Potato Vegetable Kugel ,Chef's Choice
Broccoli Spinach Bok Choy Stir Fry ,Teriyaki Chicken Stir Fry,International,Teriyaki Broccoli Beef Stir Fry,International,Broccoli Spinach Bok Choy Stir Fry (vgn),International,Vegetable Medley Stir Fry ,International
Brown Rice ,Wild Rice (vgn),Greens & Grains,Basmati Rice ,Greens & Grains,Wild Rice ,Greens & Grains,Steamed White Rice (vgn),Greens & Grains
Brownie Matzo  ,Orange Scone (v),Bakery,Fluffy Almond Sugar Cookie ,Bakery,Vanilla Cupcake w/Strawberry Icing (v),Bakery,Shortbread Cookie (v),Bakery
Brussel Hash ,Sriracha Mayonnaise (v),The Grill,Steamed Fresh Broccoli (vgn),The Grill,Grilled Ham,The Grill,Sauteed Fresh Cauliflower ,The Grill
Bulgur Hot Cereal ,8 Grain Hot Cereal ,Greens & Grains,Bulgur Hot Cereal (vgn),Greens & Grains,Fluffy Whole Wheat Waffles (v),Greens & Grains,Oatmeal ,Greens & Grains
Bulgur Wheat ,Ginger Sesame Tofu (vgn),Salad Bar Featured Items,Sweet and Spicy Tofu (vgn),Salad Bar Featured Items,Orange Pickled Carrot Coins ,Salad Bar Featured Items,Bulgur Wheat (vgn),Salad Bar Featured Items
Buttered Carrots with Thyme ,Baked Rigatoni ,Chef's Choice,Kale with Fresh Garlic ,Chef's Choice,Turkey Meatloaf,Chef's Choice,Chicken Mole,Chef's Choice
Buttered Noodles ,Turkey Benedict,Chef's Choice,Roasted Broccoli ,Chef's Choice,Butternut Squash Hummus (vgn),Chef's Choice,Sauteed Kale Carrot & Snow Peas (vgn),Chef's Choice
Buttermilk Pancakes ,Banana Pancakes (v),The Grill,Fish Sandwich on Potato Bun,The Grill,Blueberry Pancakes ,The Grill,Banana Pancakes ,The Grill
Butternut Squash Risotto ,Thai & Peanut Coleslaw  ,Chef's Choice,Cucumber Tzatziki (v),Chef's Choice,Chicken Piccata,Chef's Choice,Grilled Rockfish with Italian Spice,Chef's Choice
Cabbage Cilantro Slaw ,Sweet and Spicy Tofu ,Salad Bar Featured Items,Bulgur Wheat (vgn),Salad Bar Featured Items,Sweet and Spicy Tofu (vgn),Salad Bar Featured Items,Bulgur Wheat ,Salad Bar Featured Items
Cage Free Scrambled Egg Whites ,Sausage Patty,The Grill,Steamed Fresh Broccoli (vgn),The Grill,Grilled Ham,The Grill,Grilled Swiss & Tomato on Wheat (v),The Grill
Calabaza con Queso,Meatloaf,Chef's Choice,Vegetarian Rigatoni (v),Chef's Choice,Chicken Adobo,Chef's Choice,Grilled Tuscan Chicken,Chef's Choice
Caldo de Marisco,Cinnamon Maple Granola (vgn),Greens & Grains,Grapefruit Halves ,Greens & Grains,Sliced Provolone Cheese ,Greens & Grains,Jack Cheese ,Greens & Grains
Cantaloupe ,Quinoa (vgn),Greens & Grains,Sliced Provolone Cheese (v),Greens & Grains,Blueberry Yogurt ,Greens & Grains,Chicken Congee,Greens & Grains
Caprese Flatbread w/Balsamic Reduction,Bolognaise Sauce,The Brick,Tomato and Roasted Garlic Sauce (vgn),The Brick,Creamy Pesto Sauce (v),The Brick,Fresh Tomato Basil Sauce ,The Brick
Caramelized Onion ,Chipotle Aioli ,The Grill,Sauteed Fresh Cauliflower ,The Grill,Fresh Cauliflower ,The Grill,Hash Browns (vgn),The Grill
Caramelized Onion Compote ,Chipotle Aioli (v),The Grill,Sauteed Cabbage & Tomatoes ,The Grill,Grilled Cheddar On Wheat ,The Grill,Mexican Scrambled Eggs (v),The Grill
Carnitas Taco,Mini Street Style Fish Taco,International,Thai Chicken Taco,International,Cuban Sandwich,International,Fish Taco,International
Carrot & Zucchini with Lemon Butter ,Sauteed Cabbage & Carrots (vgn),Chef's Choice,Herb Marinated Rotisserie Chicken,Chef's Choice,Ground Beef and Bean Tostada,Chef's Choice,Ropa Vieja,Chef's Choice
Carrot & Zucchini with Lemon Sauce ,Garlic French Bread ,Chef's Choice,Smokey Tomato Relish (vgn),Chef's Choice,Fire Roasted Tomato Salsa ,Chef's Choice,Tortilla Chips & Salsa (vgn),Chef's Choice
Carrot Walnut Bread  ,Chocolate Chip Banana Bread Pudding ,Bakery,Whole Wheat French Bread ,Bakery,Pumpkin Bread  ,Bakery,Irish Soda Bread ,Bakery
Challah Bread ,Strawberry Cheese Bread Pudding(w/nuts(v,Bakery,Hawaiian Sweet Bread (v),Bakery,Hawaiian Sweet Roll (v),Bakery,Chocolate Chip Banana Bread Pudding ,Bakery
Cheese Enchilada ,Chicken Chile Verde Burrito,Chef's Choice,Chicken Mole Enchiladas,Chef's Choice,Bean Rice & Cheese Burrito (v),Chef's Choice,Vietnamese Beef BBQ Sub Sandwich,Chef's Choice
Cheese Quesadilla with Chiles ,Grilled Vegetable and Bean Burrito (vgn),The Grill,Grilled BBQ Chicken Sandwich,The Grill,Baked Hawaiian Vegetarian Sandwich (v),The Grill,Cheese Quesadilla (v),The Grill
Cheeseburger,Hamburger,The Grill,Grilled Turkey Burger,The Grill,Grass Fed Burger,The Grill,Black Bean Burger (vgn),The Grill
Cheeseburger Pizza,Three Cheese Pizza on White (v),The Brick,Canadian Bacon and Pineapple Pizza,The Brick,Garlic Pizza on Wheat (v),The Brick,Three Cheese Pizza on White ,The Brick
Chef's Salmon Pasta,Pasta Primavera ,The Brick,Fettuccine Pasta (vgn),The Brick,Greek Pasta w/Feta/Tom &Spinach,The Brick,Grilled Salmon Pasta w/Roma Tomato,The Brick
Cherry Tomato Goat Cheese Herb Pizza ,Chicken Pesto Pizza,The Brick,Salami Pizza,The Brick,Three Cheese Pizza on Wheat ,The Brick,Tomato Basil Pizza on White ,The Brick
Chicken Adobo,Grilled Tuscan Chicken,Chef's Choice,Vegetarian Rigatoni (v),Chef's Choice,Sauteed Cabbage & Carrots ,Chef's Choice,Lime ,Chef's Choice
Chicken Chile Verde Burrito,Chicken Mole Enchiladas,Chef's Choice,Cheese Enchilada ,Chef's Choice,Bean Rice & Cheese Burrito (v),Chef's Choice,Vietnamese Beef BBQ Sub Sandwich,Chef's Choice
Chicken Chipotle Wrap,Vegetable Wrap ,Greens & Grains,Vegetarian Taco Salad ,Greens & Grains,Turkey Club Wrap,Greens & Grains,Chinese Chicken Salad Wrap,Greens & Grains
Chicken General Tso's,Mashed Yams (v),International,Bok Choy & Nappa Cabbage w/Sesame,International,Vietnamese Turkey Banh Mi,International,Spicy Scallop Sushi Plate,International
Chicken Pesto Pizza,Three Cheese Pizza on Wheat ,The Brick,Cherry Tomato Goat Cheese Herb Pizza ,The Brick,Salami Pizza,The Brick,Tomato Basil Pizza on White ,The Brick
Chicken Provolone & Garlic Aioli Panini,Flame Seedless Grape,Greens & Grains,Green Bean & Cucumber w/Miso (vgn),Greens & Grains,Fresh Strawberry ,Greens & Grains,Cinnamon Maple Granola (vgn),Greens & Grains
Chicken Shoyu,Miso Ramen ,International,Lemon Ginger Chicken,International,Spicy Shrimp Sushi Plate,International,Beef Pho,International
Chicken Tikka Masala,Chicken Pad Thai with Peanut (w/nuts),International,Harissa Lentils w/Pickled Onion (v),International,Stir Fried Bok Choy ,International,Spicy Tuna Bowl,International
Chicken Vegetable Soup,Miso Broth Soup with Spinach (vgn),Greens & Grains,Spicy Black Bean Soup ,Greens & Grains,Turkey Vegetable Soup,Greens & Grains,Roasted Tomato Soup (v),Greens & Grains
Chicken with Red Curry Sauce,Chicken Satay & Peanut Sauce (w/nuts),International,Spicy Eggplant Broc w/Ginger Sauce(vgn),International,California Club Roll,International,Chermoula Sauce (vgn),International
Chilaquiles (No Egg),Spaghetti ,The Brick,Fettuccine Alfredo (v),The Brick,Fresh Basil Pesto (v),The Brick,Rigatoni Mozzarella ,The Brick
Chile Salsa ,Korean BBQ Sauce (vgn),International,Cucumber & Avocado Roll (vgn),International,Daikon Roll ,International,Asparagus & Egg Roll (v),International
Chimichurri Sauce ,Red Chimichurri Sauce (vgn),The Grill,Fire Roasted Tomato Chipotle Salsa ,The Grill,Classic BBQ Sauce ,The Grill,Chimichurri Sauce (vgn),The Grill
Chinese Chicken Salad Wrap,Greek Chicken Wrap,Greens & Grains,Chicken Caesar Wrap,Greens & Grains,Vegetarian Taco Salad (v),Greens & Grains,Turkey Club Wrap,Greens & Grains
Chipotle Aioli ,Caramelized Onion ,The Grill,Fresh Cauliflower ,The Grill,Hash Browns (vgn),The Grill,Sauteed Fresh Cauliflower ,The Grill
Chocolate Chip Banana Bread Pudding ,Carrot Walnut Bread  ,Bakery,Hawaiian Sweet Bread (v),Bakery,Whole Wheat French Bread ,Bakery,Pumpkin Bread  ,Bakery
Chocolate Chocolate Chip Bar ,Banana Coffee Cake  ,Bakery,Snickerdoodle Cookie (v),Bakery,Raspberry White Choc Muffin ,Bakery,German Chocolate Cake  ,Bakery
Chocolate Cookie ,Cornbread Muffin (v),Bakery,Oatmeal Raisin Bar  ,Bakery,Sugar Cookies ,Bakery,Cornmeal Berry Cake (v),Bakery
Chocolate Flourless Cake ,Marble Cake (v),Bakery,Raspberry White Chocolate Scone (v),Bakery,Granola Bar  ,Bakery,Confetti Cake with Buttercream ,Bakery
Chocolate Mint Cupcake ,Espresso Coffee Cupcake,Bakery,Baklava Cookie  ,Bakery,Confetti Cake with Buttercream ,Bakery,Granola Bar  ,Bakery
Cilantro & Onion Mix ,California Club Sushi Plate,International,Pork Mu Shu,International,Grilled Tilapia,International,Tofu Veggie Pad Thai w/Peanut(w/nuts)(v),International
Cinnamon Coffee Cake ,Banana Muffin (v),Bakery,Brownie Pie (v),Bakery,Coconut Chiffon Cake ,Bakery,Mango Cake (v),Bakery
Cinnamon Maple Granola ,Cream of Wheat (v),Greens & Grains,Cream of Wheat ,Greens & Grains,Watermelon ,Greens & Grains,Sliced Cheddar Cheese (v),Greens & Grains
Classic BBQ Sauce ,Fire Roasted Tomato Chipotle Salsa ,The Grill,Spicy Mustard Sauce ,The Grill,Chimichurri Sauce ,The Grill,Red Chimichurri Sauce (vgn),The Grill
Coconut Chiffon Cake ,Brownie Pie (v),Bakery,Banana Muffin (v),Bakery,Raspberry Swirl Coffee Cake,Bakery,Cinnamon Coffee Cake ,Bakery
Confetti Cake with Buttercream ,Granola Bar  ,Bakery,Baklava Cookie  ,Bakery,Chocolate Flourless Cake ,Bakery,Chocolate Mint Cupcake ,Bakery
Corn Pasta Sauce ,Penne Pasta with Pesto ,The Brick,Pasta Carbonara,The Brick,Fresh Tomato Basil Garlic Pasta ,The Brick,Corn Pasta Sauce (v),The Brick
Cornmeal Berry Cake ,Cornbread Muffin (v),Bakery,Oatmeal Raisin Bar  ,Bakery,Sugar Cookies ,Bakery,Cornmeal Berry Cake (v),Bakery
Cornmeal Waffle ,Chicken Caesar Salad,Greens & Grains,Baby Spinach ,Greens & Grains,Watermelon Salad ,Greens & Grains,Jicama Pico de Gallo Salad (vgn),Greens & Grains
Cottage Fried Potatoes ,Mixed Greens Side Salad ,The Grill,Cage Free Scrambled Eggs w/Vegetables(v),The Grill,Fresh Sauteed Spinach (vgn),The Grill,Fried Potato with Onion (vgn),The Grill
Couscous w/Butternut Squash ,Sauteed Kale (vgn),Chef's Choice,Turkey Melt,Chef's Choice,Rotisserie Pork Loin,Chef's Choice,Chili Mango Bok Choy Slaw (vgn),Chef's Choice
Cream Cheese ,Apple Crisp (vgn),Bakery,Apple Kuchen (v),Bakery,Cream Cheese (v),Bakery,Brioche ,Bakery
Cream Cheese Brownie Pie ,Peanut Butter Fudge Cupcake (w/nuts) (v),Bakery,Blueberry Muffin ,Bakery,Shortbread Espresso Cookie ,Bakery,Blueberry Scone (v),Bakery
Cream Cheese Pie ,Coconut Cream Pie (v),Bakery,White Cupcake with Buttercream Icing ,Bakery,Fluffy Almond Sugar Cookie (w/nuts)(vgn),Bakery,Blueberry Scone (v),Bakery
Cream of Wheat ,PB Banana & Chia Overnight Oats(w/nut,Greens & Grains,Honeydew Melon ,Greens & Grains,Cinnamon Maple Granola ,Greens & Grains,Granola Honeydew Parfait (v),Greens & Grains
Creamed Spinach ,Rice Pilaf ,Chef's Choice,Fresh Green Beans with Garlic (v),Chef's Choice,Black Beans ,Chef's Choice,Mashed Red Potatoes w/ Garlic (v),Chef's Choice
Creamy Chipotle Salsa ,Fire Roasted Tomato Chipotle Salsa (vgn),Chef's Choice,Salsa de Tomatillo Verde (vgn),Chef's Choice,Salsa (vgn),Chef's Choice,Creamy Chipotle Salsa (v),Chef's Choice
Creamy Pesto Sauce ,Creamy Rosemary Sauce (v),The Brick,Fresh Tomato Basil Sauce ,The Brick,Greek Tomato Sauce ,The Brick,Creamy Pesto Sauce (v),The Brick
Crinkle Cut French Fries ,Steak Fries ,The Grill,Housemade Spicy Ketchup ,The Grill,Fresh Cauliflower & Carrots ,The Grill,Huevos Rancheros ,The Grill
